Unnamed: 0,prompt,ground_truth_completion,model2_completion,bert_precision_model2,bert_recall_model2,bert_f1_model2,rougeL_precision_model2,rougeL_recall_model2,rougeL_f1_model2
10,Use the information in Exercise E13E.3(b) to calculate the electronic contribution to the molar Gibbs energy of O2 at 400 K.,"The Gibbs energy is computed from the partition function using [13F.8-568], G(T) = G(0) - nRT ln q/N. As usual, the partition function is factored into separate contributions from translation, rotation and so on. The factor of 1/N is usually taken with the translational contribution, therefore the electronic contribution to the Gibbs energy is -nRT ln q^E, or -RT ln q^E for the molar quantity.

The electronic partition function of this two-level system is

q^E = g_0 + g_1 e^{-\beta hc\tilde{\nu}}

where g_0 and g_1 are the degeneracies of the ground and first excited state, respectively. For an electronic term the degeneracy is 2J + 1, hence g_0 = 2 × 3/2 + 1 = 4 and g_1 = 2 × 1/2 + 1 = 2. With the data given

\beta hc\tilde{\nu} = hc\tilde{\nu}/k × T^{-1} = (6.6261 × 10^{-34} J s) × (2.9979 × 10^{10} cm s^{-1}) × (881 cm^{-1}) / (1.3806 × 10^{-23} J K^{-1}) × T^{-1} = (1.26... × 10^3 K) × T^{-1}

at 500 K

q^E = 4 + 2e^{-(1.26...×10^3 K)/(500 K)} = 4.15...

G^E_m = -RT ln q^E = -(8.3145 J K^{-1} mol^{-1}) × (500 K) × ln(4.15...) = -5.92 kJ mol^{-1}

at 900 K

q^E = 4 + 2e^{-(1.26...×10^3 K)/(900 K)} = 4.48...

G^E_m = -(8.3145 J K^{-1} mol^{-1}) × (900 K) × ln(4.48...) = -11.2 kJ mol^{-1}",The electronic contribution to the molar Gibbs energy of O2 at 400 K is 0 J/mol.,0.6878780126571655,0.3444687128067016,0.4590559601783752,0.7058823529411765,0.046875,0.0879120879120879
11,"One mole of an ideal gas with C_V,m = 5/2 R undergoes the transformations described in the following list from an initial state described by T = 250 K and P = 1.00 bar. Calculate q, w, ΔU, ΔH, and ΔS for each process.

a. The gas undergoes a reversible adiabatic expansion until the final pressure is half its initial value.

b. The gas undergoes an adiabatic expansion against a constant external pressure of 0.500 bar until the final pressure is equal to half of its initial value.

c. The gas undergoes an expansion against a constant external pressure of zero bar until the final pressure is equal to half of its initial value.","a) The gas undergoes a reversible adiabatic expansion until the final pressure is half its initial value.

q = 0 because the process is adiabatic.","ΔT = T_f / β = 312 K
ΔS = nC_V,m ln(V_f/V_i) = 8.314 * 5/2 * ln(2) = 5.76 J/K

b) P_i = 1.00 bar, P_f = 0.500 bar
ΔS = nC_p,m ln(V_f/V_i) = 8.314 * 7/2 * ln(2) = 5.76 J/K

c) P_i = 1.00 bar, P_f = 0.500 bar
ΔS = nR ln(V_f/V_i) = 8.314 * ln(2) = 2.88 J/K",0.3605286478996277,0.4826887249946594,0.412759780883789,0.0125,0.0416666666666666,0.0192307692307692
12,A glow-worm of mass 5.0 g emits red light (650 nm) with a power of 0.10 W entirely in the backward direction. To what speed will it have accelerated after 10 y if released into free space?,"If the power, P, is constant, the total energy emitted in time Δt is PΔt. The energy of each emitted photon is E_photon = hν = hc/λ. The total number of photons emitted in this time period is therefore the total energy emitted divided by the energy per photon
N = PΔt/E_photon = PΔtλ/hc
The conservation of linear momentum requires that the loss of a photon must impart an equivalent momentum in the opposite direction to the glow-worm, hence the total momentum p imparted to the glow-worm in time Δt is
p = Np_photon = (PΔtλ/hc) × (h/λ) = PΔt/c
Because p = (mv)_glow-worm, the final speed of the glow-worm is
v = PΔt/cm_glow-worm
= (0.10 W) × (10 y) × (3.1536 × 10^7 s y^-1) / (2.9979 × 10^8 m s^-1) × (0.0050 kg) = 21 m s^-1
Noting that the number of seconds in one year is
365 × 24 × 60 × 60 = 3.1536 × 10^7","The energy emitted is given by E = PΔt = (0.10 W)(10^8 s) = 10^9 J. The momentum acquired is given by the equation p = E/c = (10^9 J)/(3.0 × 10^8 m/s) = 3.3 × 10^-2 kg m/s. The momentum is also given by p = mv. Therefore, the final speed is given by v = p/m = (3.3 × 10^-2 kg m/s)/(5.0 × 10^-3 kg) = 1.4 × 10^3 m/s.",0.7186349630355835,0.6059825420379639,0.6575184464454651,0.3950617283950617,0.1893491124260355,0.256
13,The diffusion coefficient for CO2 at 273 K and 1 atm is 1.00 x 10^-5 m^2 s^-1. Estimate the collisional cross section of CO2 given this diffusion coefficient.,D_CO2 = 1.00 x 10^-5 m^2 s^-1 @ T = 273 K is P = 1 atm,r = 6.69 x 10^-11 m,0.7806872129440308,0.6410074830055237,0.7039856314659119,0.4285714285714285,0.1666666666666666,0.24
14,Calculate the ionic strength of a solution that is 0.10 mol kg⁻¹ in KCl(aq) and 0.20 mol kg⁻¹ in CuSO₄(aq).,"Ionic strength is defined in [5F.28-188]
I = 1/2 Σ z_i^2 (b_i/b°)
where the sum runs over all the ions in the solution, z_i is the charge number on ion i, and b_i is its molality. For KCl the molality of K+ and Cl- are both 0.10 mol kg^-1; z_K+ = +1 and z_Cl- = -1. For CuSO4 the molality of Cu2+ and SO4^2- are both 0.20 mol kg^-1; z_Cu2+ = +2 and z_SO4^2- = -2. The ionic strength is therefore
I = 1/2 [1 mol kg^-1] [(+1)^2 x (0.10 mol kg^-1) + (-1)^2 x (0.10 mol kg^-1)] + (+2)^2 x (0.20 mol kg^-1) + (-2)^2 x (0.20 mol kg^-1) = 0.9","0.10 mol kg⁻¹ KCl(aq) contains 0.10 mol kg⁻¹ Cl⁻(aq) and 0.10 mol kg⁻¹ K⁺(aq) (2 x 0.10 mol kg⁻¹ = 0.20 mol kg⁻¹)
0.20 mol kg⁻¹ CuSO₄(aq) contains 0.20 mol kg⁻¹ SO₄²⁻(aq) and 0.20 mol kg⁻¹ Cu²⁺(aq) (2 x 0.20 mol kg⁻¹ = 0.40 mol kg⁻¹)
Effective charge on an ion is defined as the charge carried by the ion when it is fully dissociated and when the ion is in its most stable state. The effective charge of a cation is equal to its charge, and the effective charge of an anion is equal to the absolute value of its charge. Therefore, the ionic strength of the KCl(aq) solution is 0.40 mol kg⁻¹ and the ionic strength of the CuSO₄(aq) solution is 0.40 mol kg⁻¹. The ionic strength of the solution is the sum of the ionic strengths of the individual electrolytes.
(0.40 mol kg⁻¹ + 0.40 mol kg⁻¹) / 2 = 0.40 mol kg⁻¹
However, please note that this method is not entirely accurate. There are many other factors at play and this method should not be used for precise calculations.",0.5823050737380981,0.5387670993804932,0.5596906542778015,0.1840796019900497,0.2740740740740741,0.2202380952380952
15,"Optimize the structure of SF4 in a seesaw geometry (C2v symmetry) using the HF/3-21G model and calculate vibrational frequencies. This calculation is necessary to verify that the energy is at a minimum. Next, optimize the geometry of SF4 in a trigonal pyramidal geometry and calculate its vibrational frequencies. Is the seesaw structure an energy minimum? What leads you to your conclusion? Is it lower in energy than the corresponding trigonal pyramidal structure? What is the energy difference between the two forms? Is it small enough that both might actually be observed at room temperature? Is the trigonal pyramidal structure an energy minimum?",The seesaw geometry for sulfur tetrafluoride is an energy minimum (no imaginary frequencies) whereas the trigonal pyramidal geometry is not an energy minimum (two imaginary frequencies). The difference in energy between the two forms is huge (143 kJ/mol) meaning that the trigonal pyramidal form would not likely be observed even were it an energy minimum.,"The seesaw structure is lower in energy than the trigonal pyramidal structure by 26.5 kJ/mol. This is a significant difference, especially considering that the energy difference between the two forms is not small enough that both might actually be observed at room temperature.

Solution:
The trigonal pyramidal structure is an energy minimum. This is shown by the fact that the vibrational frequencies are real and the Hessian matrix is positive definite.

Solution:
The trigonal pyramidal structure is an energy minimum. This is shown by the fact that the vibrational frequencies are real and the Hessian matrix is positive definite.

Solution:
The trigonal pyramidal structure is an energy minimum. This is shown by the fact that the vibrational frequencies are real and the Hessian matrix is positive definite.

Solution:
The trigonal pyramidal structure is an energy minimum. This is shown by the fact that the vibrational frequencies are real and the Hessian matrix is positive definite.

Solution:
The trigonal pyramidal structure is an energy minimum. This is shown by the fact that the vibrational frequencies are real and the Hessian matrix is positive definite.

Solution:
The trigonal pyramidal structure is an energy minimum. This is shown by the fact that the vibrational frequencies are real and the Hessian matrix is positive definite.

Solution:
The trigonal pyramidal structure is an energy minimum. This is shown by the fact that the vibrational frequencies are real and the Hessian matrix is positive definite.

Solution:
The trigonal pyramidal structure is an energy minimum. This is shown by the fact that the vibrational frequencies are real and the Hessian matrix is positive definite.

Solution:
The trigonal pyramidal structure is an energy minimum. This is shown by the fact that the vibrational frequencies are real and the Hessian matrix is positive definite.

Solution:
The trigonal pyramidal structure is an energy minimum. This is shown by the fact that the vibrational frequencies are real and the Hessian matrix is positive definite.

Solution:
The trigonal pyramidal structure is an energy minimum. This is shown by the fact that the vibrational frequencies are real and the Hessian matrix is positive definite.

Solution:
The trigonal pyramidal structure is an energy minimum. This is shown by the fact that the vibrational frequencies are real and the Hessian matrix is positive definite.",0.4951862096786499,0.6529222726821899,0.5632187128067017,0.0682414698162729,0.4642857142857143,0.1189931350114416
16,"By inspection of eqn 15E.2a and the expression for dN(E) in eqn 15E.1 (and without attempting to evaluate integrals explicitly), show that in order for N to remain constant as the temperature is raised, the chemical potential must decrease from its value at T = 0.","Substituting eqn [15E.2a-670] into eqn [15E.1-670] and integrating over the full energy range gives
N = ∫₀^∞ dN(E) = ∫₀^∞ ρ(E)f(E) dE = ∫₀^∞ ρ(E) / (e^(E-μ)/kT + 1) dE
Assuming that ρ is independent of temperature then in order for N to remain constant as the temperature is increased from T = 0 it follows that (E - μ)/kT must remain constant. Hence as T is increased, (E - μ) must increase and therefore the value of μ must decrease.","μT = (1/N) ∫g(E) * ln(1 + e^-(μT-E)/kT) dE
= (1/N) ∫g(E) * ln(1 + e^-(μ0-E)) dE
Therefore, ln(1 + e^-(μT-E)/kT) = ln(1 + e^-(μ0-E))
e^-(μT-E)/kT = 1 + e^-(μ0-E)
e^-(μT-E)/kT - 1 = e^-(μ0-E)
e^-(μT-E)/kT = e^-(μ0-E) + 1
e^-(μT-E)/kT = e^-(μ0-E)*e^0 + 1
e^-(μT-E)/kT = e^-(μ0-E) + 1
e^-(μT-E)/kT = 1 + e^-(μ0-E)
Now, for the chemical potential to remain constant as the temperature is raised, we require that
μT = μ0
Therefore, we can write:
1 + e^-(μT-E)/kT = 1 + e^-(μ0-E)
e^-(μT-E)/kT = e^-(μ0-E)
e^-(μT-E)/kT = e^-(μ0-E)
e^-(μT-E)/kT = e^-(μ0-E)
e^-(μT-E)/kT = e^-(μ0-E)
e^-(μT-E)/kT = e^-(μ0-E)
e^-(μT-E)/kT = e^-(μ0-E)
e^-(μT-E)/kT = e^-(μ0-E)
e^-(μT-E)/kT = e^-(μ0-E)
e^-(μT-E)/kT = e^-(μ0-E)
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
e^-(μT-E)/kT = e^-(μ0-E)
e^-(μT-E)/kT = e^-(μ0-E)
e^-(μT-E)/kT = e^-(μ0-E)
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
Therefore, we can write:
e^-(μT-E)/kT = e^-(μ0-E)
",0.533149242401123,0.5677496790885925,0.5499056577682495,0.0576496674057649,0.3421052631578947,0.0986717267552182
17,"Use the equipartition theorem to estimate the constant-volume molar heat capacity of (i) I2, (ii) CH4, (iii) C6H6 in the gas phase at 25°C.","The equipartition value for C_V,m is expressed in [13E.6-560]: each translational or rotational mode contributes 1/2 R, and each active vibrational mode contributes R.
(i) I2: three translational modes, two rotational modes (linear) and, because the vibrational frequency of the molecule is rather low, one vibrational mode: C_V,m/R = 3 × 1/2 + 2 × 1/2 + 1 = 7/2.
(ii) CH4: three translational modes, three rotational modes (non-linear), and no active vibrational modes: C_V,m/R = 3 × 1/2 + 3 × 1/2 = 3.
(iii) C6H6: three translational modes, three rotational modes (non-linear), and no active vibrational modes: C_V,m/R = 3 × 1/2 + 3 × 1/2 = 3. There are four low-frequency normal modes which, if active, will contribute a further 4R.","The quantities of heat involved in the transitions between the different vibrational states of a polyatomic molecule are far greater than those involved in the transitions between translational states. There would be no much difference in the heat capacity at different temperatures if there were no vibrational degrees of freedom. However, the heat capacities of polyatomic gases are very large at high temperatures due to the vibrational degrees of freedom.

The simplest way to estimate the molar heat capacity of a polyatomic molecule is to use the equipartition theorem. The principle is based on the fact that the energy associated with each degree of freedom is proportional to the square of the temperature. The equipartition theorem states that each degree of freedom contributes a value of (1/2) RT to the total energy of the system, where R is the gas constant. This principle is used to calculate the contribution of translational, rotational, and vibrational degrees of freedom to the heat capacity.

The translational degrees of freedom of a molecule contribute (1/2) RT to the total energy. This leads to a molar heat capacity of (3/2) R. This is the same as the heat capacity of a monatomic gas.

The rotational degrees of freedom contribute (1/2) RT to the total energy. This leads to a molar heat capacity of (5/2) R. This is the same as the heat capacity of a diatomic gas.

Vibrational degrees of freedom contribute (1/2) RT to the total energy. This leads to a molar heat capacity of 6R. This is the same as the heat capacity of a triatomic gas.

The total molar heat capacity of a polyatomic molecule is the sum of the contributions from translational, rotational, and vibrational degrees of freedom.",0.524447500705719,0.5387327671051025,0.5314942002296448,0.098976109215017,0.2196969696969697,0.1364705882352941
18,Why are MOs on heteronuclear diatomics not labeled with g and u subscripts?,"Heteronuclear diatomic molecules lack a center of inversion. Therefore, the g and u labels do not apply.","The g and u labels apply only to homonuclear diatomic molecules. Heteronuclear diatomics have two distinct nuclei, resulting in two different sets of MOs, and the g and u labels do not apply.",0.7192478179931641,0.7497814893722534,0.7341973185539246,0.3333333333333333,0.6470588235294118,0.44
19,"You are a NASA engineer faced with the task of ensuring that the material on the hull of a spacecraft can withstand puncturing by space debris. The initial cabin air pressure in the craft is 1 atm and the temperature in the cabin is 285 K. Assuming it takes the space shuttle about 8 hours from entry into orbit until landing, what is the largest circular aperture created by a hull puncture that can be safely tolerated assuming that the flow of gas out of the spaceship is effusive? Can the escaping gas from the spaceship be considered as an effusive process? (You can assume that the air is adequately represented by N_2.)","dP/dt = -PA/V (kT/2πm)^1/2
P = P_0 e^(-At/V (kT/2πm)^1/2)
0.7 atm = (1 atm) e^(-At/V (kT/2πm)^1/2)
0.357 = At/V (kT/2πm)^1/2
0.357 = A(2.88 x 10^4 s)(1.38 x 10^-23 J K^-1)(285 K)/100 m^3 / 2π(0.028 kg mol^-1/6.022 x 10^23 mol^-1)^1/2
0.357 = A(3.34 x 10^4 m^-2)
1.07 x 10^-5 m^2 = A
If the process can be considered effusive, then the diameter of the hole should be smaller than the mean free path (λ) for N_2 at 1 atm and 285 K is:","The largest aperture is
r = r_{max} = [2v(t)/(\pi \Delta P \times t)]^{1/2}
= [2 \times 3.12 \times 10^{-3} m^3/(1.01325 \times 10^5 Pa \times 8 h \times 3600 s/h)]^{1/2}
= 3.03 \times 10^{-4} m = 3.03 mm.
The time to reach this value is
t = [2v(t)/(\pi \Delta P \times r_{max}^2)]^{1/2} = 0.143 s",0.5608536005020142,0.5729328989982605,0.5668289065361023,0.2535211267605634,0.140625,0.1809045226130653
20,"The standard potential E° for a given cell in which a two electron transfer takes place is 1.100 V at 298.15 K and (∂E°/∂T)_P = -6.50 x 10^-5 V K^-1. Calculate ΔG°_reaction, ΔS°_reaction, and ΔH°_reaction. Assume that n = 2.","ΔG°_reaction = -nFE° = -2 x 96485 C mol^-1 x 1.100 V = -212.3 kJ mol^-1
ΔS°_reaction = -nF (∂E°/∂T)_P = -2 x 96485 C mol^-1 x (-6.50 x 10^-5 V K^-1) = -12.5 J K^-1 mol^-1
ΔH°_reaction = ΔG°_reaction + TΔS°_reaction = -212.3 kJ mol^-1 + 298.15 K x 12.5 J K^-1 mol^-1 = -216.0 kJ mol^-1","ΔG°_reaction = -nFE° = -2(96485 C mol^-1)(1.100 V) = -212.3 kJ mol^-1
ΔS°_reaction = nF(∂E°/∂T)_P = 2(96485 C mol^-1)(-6.50 x 10^-5 V K^-1) = -5.98 J mol^-1 K^-1
ΔH°_reaction = ΔG°_reaction + T(ΔS°_reaction) = -212.3 kJ mol^-1 + (298.15 K)(-5.98 J mol^-1 K^-1) = -213.0 kJ mol^-1",0.9105085134506226,0.915925920009613,0.9132091999053956,0.8985507246376812,0.8378378378378378,0.8671328671328672
21,"Use values of the relevant standard Gibbs energies of formation from the Resource section to calculate the standard Gibbs energies of reaction at 298 K of
(i) 2 CH₃CHO(g) + O₂(g) → 2 CH₃COOH(l)
(ii) 2 AgCl(s) + Br₂(l) → 2 AgBr(s) + Cl₂(g)
(iii) Hg(l) + Cl₂(g) → HgCl₂(s)","The standard reaction Gibbs energy is given by [3D.10b-10l], ΔrG° = Σj νj ΔfG°(J), where νj are the signed stoichiometric numbers.
(i)
ΔrG° = 2ΔfG°(CH3COOH,l) - 2ΔfG°(CH3CHO,g) - ΔfG°(O2,g)
= 2 × (-389.9 kJ mol⁻¹) - 2 × (-128.86 kJ mol⁻¹) - 0
= -522.1 kJ mol⁻¹.
(ii)
ΔrG° = 2ΔfG°(AgBr,s) + ΔfG°(Cl2,g) - 2ΔfG°(AgCl,s) - ΔfG°(Br2,l)
= 2 × (-96.90 kJ mol⁻¹) + 0 - 2 × (-109.79 kJ mol⁻¹) - 0
= +25.78 kJ mol⁻¹.","(a) 2 CH₃CHO(g) + O₂(g) → 2 CH₃COOH(l)
ΔrG° = 2(–51.9) + (–105.2) – (–127.0) = –47.0 kJ/mol
(b) 2 AgCl(s) + Br₂(l) → 2 AgBr(s) + Cl₂(g)
ΔrG° = (–109.8) + (–28.3) – 2(–129.5) + (–66.4) = +55.4 kJ/mol
(c) Hg(l) + Cl₂(g) → HgCl₂(s)
ΔrG° = (–49.8) + (–66.4) – (–134.5) = –23.3 kJ/mol",0.664943277835846,0.6178536415100098,0.6405341625213623,0.2878787878787879,0.2289156626506024,0.2550335570469799
22,Which result of the Stern-Gerlach experiment allows us to conclude that the operators for the z and x components of the magnetic moment do not commute?,"The observation that two sets of deflections are observed after the third analyzer, which is oriented in the same way as the first, show that the operators for the z and x components of the magnetic moment do not commute.",The fact that the two groups recombined into a single beam when the magnetic field was rotated to the x-axis indicates that the z and x operators do not commute.,0.7437538504600525,0.6933720111846924,0.7176797389984131,0.4193548387096774,0.325,0.3661971830985915
23,Calculate the flux of energy arising from a temperature gradient of 10.5 K m⁻¹ in a sample of argon in which the mean temperature is 280 K. The necessary data to calculate the thermal conductivity are in Exercise E16A.3(a).,J_z = -0.078 J m^-2 s^-1,"The thermal conductivity of argon is 0.0406 J K⁻¹ m⁻¹ s⁻¹. The flux of thermal energy is therefore:

J = k \* dT/dx = 0.0406 \* 10.5 = 0.4266 J K⁻¹ m⁻² s⁻¹",0.5630989074707031,0.5792933702468872,0.5710813403129578,0.1515151515151515,0.5555555555555556,0.2380952380952381
24,"Describe the bonding in 1,3-butadiene using hybrid orbitals.","All the carbon atoms in 1,3-butadiene are sp² hybridized. The σ framework of the molecule consists of C–H and C–C σ bonds. Each C–H σ bond is formed by the overlap of an sp² hybrid atomic orbital on a carbon atom with a 1s atomic orbital on a neighbouring hydrogen atom. Similarly, C–C σ bonds are formed by the overlap of sp² hybrid atomic orbitals on neighbouring carbon atoms. The two π bonds are formed by the side-by-side overlap of unhybridized 2p orbitals on carbon atoms C1 and C2, and likewise between C3 and C4.","The hybrid orbitals used to form the σ bonds are sp3 hybrids. The p orbital on each carbon atom forms a π bond with the p orbitals on its neighbors. Since the p orbitals are oriented perpendicular to the plane of the molecule, the π bonds are formed between the carbons.",0.6724525690078735,0.5970728397369385,0.632524847984314,0.4375,0.2142857142857142,0.2876712328767123
25,Calculate the equilibrium concentration of NH3 for N2 + 3H2 ⇌ 2NH3.,[NH3] = 9.1 × 10^-2 M,"Kc = [NH3]^2 / ([N2][H2]^3) = 1.8 × 10^−5

[NH3]^2 / ([N2][H2]^3) = 1.8 × 10^−5

[NH3]^2 = 1.8 × 10^−5 * ([N2][H2]^3)

[NH3] = (1.8 × 10^−5 * ([N2][H2]^3))^(1/2)

[NH3] = (1.8 × 10^−5 * ([N2][2.4 × 10^−2]^3))^(1/2)

[NH3] = (1.8 × 10^−5 * (2.4 × 10^−2)^3))^(1/2)

[NH3] = (1.8 × 10^−5 * (0.00768 × 10^3))^(1/2)

[NH3] = (1.8 × 10^−5 * 7.68)^(1/2)

[NH3] = (1.3848 × 10^−4)^(1/2)

[NH3] = 0.0117

[NH3] = 1.17 × 10^−2",0.5003615021705627,0.6548254489898682,0.567266583442688,0.0408163265306122,0.6666666666666666,0.0769230769230769
26,"If ψ(x,t) = A sin(kx - ωt) describes a wave traveling in the plus x direction, how would you describe a wave moving in the minus x direction?","Consider the nodes in the function ψ(x,t) = A sin(kx + ωt). The wave amplitude is zero for 2π(x/λ + t/T) = nπ where n is an integer. Solving for x, we obtain the location of the nodes: x = λ(n/2 - t/T). We see that x decreases as t increases, showing that the wave is moving in the direction of negative x.","In the first case, the wave is traveling in the plus x direction, that is, the wave is moving to the right. The phase factor is negative, so the wave is moving to the right. In the second case, the wave is traveling in the minus x direction, that is, the wave is moving to the left. The phase factor is positive, so the wave is moving to the left.",0.5867797136306763,0.4938552379608154,0.5363221168518066,0.2428571428571428,0.2698412698412698,0.2556390977443609
27,"By what factor must the applied magnetic field be increased for the relative population difference (Nα - Nβ)/N to be increased by a factor of 5 for (i) 1H nuclei, (ii) 13C nuclei?","The population difference for a collection of N spin-1/2 nuclei is given by [12A.8b-491], (Nα - Nβ) ≈ NγNħB₀/2kT, where Nα is the number of spins in the lower energy state and Nβ is the number of spins in the higher energy state. At constant temperature, (Nα - Nβ)/N ∝ B₀. Hence, for the relative population difference to be increased by a factor of 5, the applied magnetic field must increase by a factor of 5. This is independent of the type of nucleus.","(i) 1H nuclei: 5.75 × 10^5
(ii) 13C nuclei: 3.65 × 10^5",0.4807236194610595,0.4294753670692444,0.4536567330360412,0.2142857142857142,0.034090909090909,0.0588235294117647
28,"Which of (i) pressure, (ii) temperature, (iii) work, (iv) enthalpy are state functions?","A state function is a property with a value that depends only on the current state of the system and is independent of how the state has been prepared. Pressure, temperature and enthalpy are all state functions.","The quantities which are state functions are pressure, temperature, work and enthalpy.",0.7180811762809753,0.5814511775970459,0.6425836682319641,0.5,0.1621621621621621,0.2448979591836735
29,"Show that the separation of the {hkl} planes in an orthorhombic crystal with sides a, b, and c is given by eqn 15A.1b.","Consider the two-dimensional lattice and planes shown in Fig. 15A.12 on page 644. The (h k 0) planes intersect the a- and b-axes at distances a/h and b/k from the origin, respectively. Using trigonometry,

sin φ = d_hk0 / a = d_hk0 * h / a

Because sin²θ + cos²θ = 1 it follows that

(d_hk0 * h / a)² + (d_hk0 * k / b)² = 1

Rearranging gives

1 / d_hk0² = h² / a² + k² / b²

Because the third side of the cell is mutually perpendicular to the other two, the extension to three dimensions simply involves adding an additional term, as in the derivation for a cubic lattice

1 / d_hkl² = h² / a² + k² / b² + l² / c²","d = (n1/a + n2/b - n3/c)
= (n1/a + n2/b - n3/c)−1",0.605209469795227,0.4748728275299072,0.5321770906448364,0.4285714285714285,0.0526315789473684,0.09375
30,Why do chemists and biochemists require spectrometers that operate at the highest available fields and frequencies to determine the structures of macromolecules by NMR spectroscopy?,"The chemical shift, expressed in frequency units, scales directly with the applied magnetic field. Therefore, as the field increases the spectrum is spread over a wider range, making it easier to resolve complex, overlapping spectra. The sensitivity of the spectrum also increases with the applied field, making it possible to study smaller amounts of material in a shorter time. High fields are therefore very advantageous when it comes to studying the spectra of large molecules.","High magnetic fields and frequencies increase the Larmor frequencies of nuclei and provide greater spectral dispersion, which increases the sensitivity and resolution of NMR spectra.",0.6454492211341858,0.5634860396385193,0.6016891598701477,0.36,0.12,0.18
